id,source,timestamp,multiplier,color,band,points,source_file,ingest_method,created_at
4827,aviator,2026-07-25T03:20:44.861+00:00,1.08,blue,dust,103.331,chain:8f662c987677,live-feed,2026-07-25T03:20:44.862+00:00
4828,aviator,2026-07-25T03:20:52.220+00:00,1.43,blue,floor,115.48,chain:78795aef648d,live-feed,2026-07-25T03:20:52.220+00:00
4829,aviator,2026-07-25T03:20:54.819+00:00,136.89,"rgb(192, 23, 180)",cosmic,312.906,momento_rounds_aviator_1784949654819.json,file,2026-07-25T03:20:56.118+00:00
4830,aviator,2026-07-25T03:20:59.495+00:00,1.02,blue,dust,100.857,chain:72c13f9b644b,live-feed,2026-07-25T03:20:59.495+00:00
4831,aviator,2026-07-25T03:21:05.653+00:00,1.53,blue,low,118.406,chain:7d4e063f6b8b,live-feed,2026-07-25T03:21:05.653+00:00
4832,aviator,2026-07-25T03:21:08.018+00:00,1.25,"rgb(52, 180, 255)",floor,109.658,momento_rounds_aviator_1784949668018.json,file,2026-07-25T03:21:08.571+00:00
4833,aviator,2026-07-25T03:21:13.273+00:00,1.33,blue,floor,112.343,chain:0282717fbbab,live-feed,2026-07-25T03:21:13.274+00:00
4834,aviator,2026-07-25T03:21:17.723+00:00,1.01,blue,dust,100.431,chain:863483f63aa8,live-feed,2026-07-25T03:21:17.723+00:00
4835,aviator,2026-07-25T03:21:23.698+00:00,3.33,purple,mid,152.066,chain:4c97848db748,live-feed,2026-07-25T03:21:23.699+00:00
4836,aviator,2026-07-25T03:21:27.343+00:00,1.97,"rgb(52, 180, 255)",low,129.346,momento_rounds_aviator_1784949687343.json,file,2026-07-25T03:21:28.941+00:00
4837,aviator,2026-07-25T03:21:31.914+00:00,1.86,blue,low,126.859,chain:f231978efc04,live-feed,2026-07-25T03:21:31.914+00:00
4838,aviator,2026-07-25T03:21:39.483+00:00,1.37,blue,floor,113.625,chain:02302629260c,live-feed,2026-07-25T03:21:39.483+00:00
4839,aviator,2026-07-25T03:21:47.451+00:00,2.11,purple,base,132.317,chain:e1d6e1c3e7da,live-feed,2026-07-25T03:21:47.451+00:00
4840,aviator,2026-07-25T03:21:55.343+00:00,1.01,blue,dust,100.431,chain:9de6fab939d5,live-feed,2026-07-25T03:21:55.343+00:00
4841,aviator,2026-07-25T03:21:56.688+00:00,5.35,"rgb(145, 62, 248)",high,172.586,momento_rounds_aviator_1784949716688.json,file,2026-07-25T03:21:57.441+00:00
4842,aviator,2026-07-25T03:22:01.807+00:00,1.12,blue,dust,104.905,chain:86e84219782d,live-feed,2026-07-25T03:22:01.807+00:00
4843,aviator,2026-07-25T03:22:06.657+00:00,3.11,purple,mid,149.107,chain:721a6b29bd9a,live-feed,2026-07-25T03:22:06.657+00:00
4844,aviator,2026-07-25T03:22:13.252+00:00,1.57,blue,low,119.523,chain:dc7b36497c12,live-feed,2026-07-25T03:22:13.252+00:00
4845,aviator,2026-07-25T03:22:18.331+00:00,1.17,blue,dust,106.795,chain:33690746072b,live-feed,2026-07-25T03:22:18.332+00:00
4846,aviator,2026-07-25T03:22:22.820+00:00,2.75,purple,base,143.783,chain:46d00cdb6bf8,live-feed,2026-07-25T03:22:22.820+00:00
4847,aviator,2026-07-25T03:22:27.464+00:00,2.01,purple,base,130.216,chain:b042f6cb3b11,live-feed,2026-07-25T03:22:27.464+00:00
4848,aviator,2026-07-25T03:22:25.959+00:00,3.6,"rgb(145, 62, 248)",mid,155.44,momento_rounds_aviator_1784949745959.json,file,2026-07-25T03:22:27.961+00:00
4849,aviator,2026-07-25T03:22:32.919+00:00,1.25,blue,floor,109.658,chain:ae496a692b44,live-feed,2026-07-25T03:22:32.919+00:00
4850,aviator,2026-07-25T03:22:37.144+00:00,1.0,blue,dust,100.0,chain:4948f9de467e,live-feed,2026-07-25T03:22:37.144+00:00
4851,aviator,2026-07-25T03:22:45.552+00:00,6.58,purple,high,181.543,chain:14a18a2f10fd,live-feed,2026-07-25T03:22:45.552+00:00
4852,aviator,2026-07-25T03:22:53.526+00:00,2.5,purple,base,139.658,chain:cb9315b93b68,live-feed,2026-07-25T03:22:53.526+00:00
4853,aviator,2026-07-25T03:22:52.425+00:00,4.02,"rgb(145, 62, 248)",mid,160.216,momento_rounds_aviator_1784949772425.json,file,2026-07-25T03:22:54.351+00:00
4854,aviator,2026-07-25T03:22:58.012+00:00,4.87,purple,mid,168.518,chain:825f6f85e247,live-feed,2026-07-25T03:22:58.012+00:00
4855,aviator,2026-07-25T03:23:05.455+00:00,2.64,purple,base,142.016,chain:30b966885148,live-feed,2026-07-25T03:23:05.455+00:00
4856,aviator,2026-07-25T03:23:13.156+00:00,1.72,blue,low,123.472,chain:5af84dfa2bfa,live-feed,2026-07-25T03:23:13.156+00:00
4857,aviator,2026-07-25T03:23:19.235+00:00,1.68,blue,low,122.454,chain:bd61f54c861d,live-feed,2026-07-25T03:23:19.235+00:00
4858,aviator,2026-07-25T03:23:26.516+00:00,1.03,blue,dust,101.279,chain:841dcac886bf,live-feed,2026-07-25T03:23:26.516+00:00
4859,aviator,2026-07-25T03:23:33.783+00:00,11.32,pink,ignition,205.024,chain:9350556796d1,live-feed,2026-07-25T03:23:33.783+00:00
4860,aviator,2026-07-25T03:23:38.207+00:00,1.1,blue,dust,104.125,chain:8360af2d6c0f,live-feed,2026-07-25T03:23:38.207+00:00
4861,aviator,2026-07-25T03:23:38.352+00:00,18.06,"rgb(192, 23, 180)",ignition,225.242,momento_rounds_aviator_1784949818352.json,file,2026-07-25T03:23:39.076+00:00
4862,aviator,2026-07-25T03:23:44.656+00:00,3.88,purple,mid,158.682,chain:c28b940aeb7d,live-feed,2026-07-25T03:23:44.656+00:00
4863,aviator,2026-07-25T03:23:50.879+00:00,1.18,blue,dust,107.164,chain:3c3d2ea75ae3,live-feed,2026-07-25T03:23:50.879+00:00
4864,aviator,2026-07-25T03:23:58.855+00:00,1.61,blue,low,120.612,chain:559f521912a9,live-feed,2026-07-25T03:23:58.855+00:00
4865,aviator,2026-07-25T03:24:04.149+00:00,1.22,blue,floor,108.606,chain:71785596ead1,live-feed,2026-07-25T03:24:04.149+00:00
4866,aviator,2026-07-25T03:24:10.114+00:00,3.73,purple,mid,156.975,chain:aecc2e4cafc1,live-feed,2026-07-25T03:24:10.114+00:00
4867,aviator,2026-07-25T03:24:12.959+00:00,7.69,"rgb(145, 62, 248)",high,188.29,momento_rounds_aviator_1784949852959.json,file,2026-07-25T03:24:13.596+00:00
4868,aviator,2026-07-25T03:24:16.899+00:00,1.0,blue,dust,100.0,chain:7e1a5d3a70b0,live-feed,2026-07-25T03:24:16.899+00:00
4869,aviator,2026-07-25T03:24:24.924+00:00,4.77,purple,mid,167.62,chain:25d055747bd5,live-feed,2026-07-25T03:24:24.924+00:00
4870,aviator,2026-07-25T03:24:25.296+00:00,1.17,"rgb(52, 180, 255)",dust,106.795,momento_rounds_aviator_1784949865296.json,file,2026-07-25T03:24:26.055+00:00
4871,aviator,2026-07-25T03:24:31.474+00:00,13.16,pink,ignition,211.543,chain:114eb1ba3295,live-feed,2026-07-25T03:24:31.474+00:00
4872,aviator,2026-07-25T03:24:38.177+00:00,1.15,blue,dust,106.049,chain:d67b0473e9dc,live-feed,2026-07-25T03:24:38.177+00:00
4873,aviator,2026-07-25T03:24:43.745+00:00,1.01,blue,dust,100.431,chain:65ed73559bdd,live-feed,2026-07-25T03:24:43.745+00:00
4874,aviator,2026-07-25T03:24:43.671+00:00,1.88,"rgb(52, 180, 255)",low,127.322,momento_rounds_aviator_1784949883671.json,file,2026-07-25T03:24:44.713+00:00
4875,aviator,2026-07-25T03:24:50.079+00:00,1.89,blue,low,127.552,chain:d30eca6a16ff,live-feed,2026-07-25T03:24:50.079+00:00
4876,aviator,2026-07-25T03:24:56.759+00:00,1.05,blue,dust,102.112,chain:e5d800f45c2b,live-feed,2026-07-25T03:24:56.759+00:00
4877,aviator,2026-07-25T03:24:59.924+00:00,1.81,"rgb(52, 180, 255)",low,125.68,momento_rounds_aviator_1784949899924.json,file,2026-07-25T03:25:01.374+00:00
4878,aviator,2026-07-25T03:25:05.038+00:00,2.11,purple,base,132.317,chain:ab2710c251a2,live-feed,2026-07-25T03:25:05.038+00:00
4879,aviator,2026-07-25T03:25:09.966+00:00,4.36,purple,mid,163.73,chain:0ee1f950ff56,live-feed,2026-07-25T03:25:09.966+00:00
4880,aviator,2026-07-25T03:25:10.381+00:00,1.05,"rgb(52, 180, 255)",dust,102.112,momento_rounds_aviator_1784949910382.json,file,2026-07-25T03:25:11.857+00:00
4881,aviator,2026-07-25T03:25:18.116+00:00,1.0,blue,dust,100.0,chain:c38dfeb0c94c,live-feed,2026-07-25T03:25:18.116+00:00
4882,aviator,2026-07-25T03:25:23.744+00:00,3.03,purple,mid,147.98,chain:d38c3975c017,live-feed,2026-07-25T03:25:23.744+00:00
4883,aviator,2026-07-25T03:25:30.927+00:00,1.41,blue,floor,114.871,chain:45560d92171d,live-feed,2026-07-25T03:25:30.927+00:00
4884,aviator,2026-07-25T03:25:36.978+00:00,1.0,blue,dust,100.0,chain:71b397796a34,live-feed,2026-07-25T03:25:36.978+00:00
4885,aviator,2026-07-25T03:25:39.600+00:00,5.17,"rgb(145, 62, 248)",high,171.105,momento_rounds_aviator_1784949939601.json,file,2026-07-25T03:25:40.250+00:00
4886,aviator,2026-07-25T03:25:43.566+00:00,7.3,purple,high,186.037,chain:44baa022c4aa,live-feed,2026-07-25T03:25:43.566+00:00
4887,aviator,2026-07-25T03:25:48.765+00:00,19.87,pink,ignition,229.376,chain:29451c995821,live-feed,2026-07-25T03:25:48.765+00:00
4888,aviator,2026-07-25T03:25:52.952+00:00,1.24,"rgb(52, 180, 255)",floor,109.31,momento_rounds_aviator_1784949952952.json,file,2026-07-25T03:25:54.792+00:00
4889,aviator,2026-07-25T03:25:56.092+00:00,4.67,purple,mid,166.703,chain:0bc0a10dd34d,live-feed,2026-07-25T03:25:56.092+00:00
4890,aviator,2026-07-25T03:26:01.698+00:00,4.71,purple,mid,167.072,chain:ba7e4772465d,live-feed,2026-07-25T03:26:01.698+00:00
4891,aviator,2026-07-25T03:26:03.096+00:00,1.01,"rgb(52, 180, 255)",dust,100.431,momento_rounds_aviator_1784949963096.json,file,2026-07-25T03:26:03.306+00:00
4892,aviator,2026-07-25T03:26:09.069+00:00,17.5,pink,ignition,223.878,chain:e01a36e18162,live-feed,2026-07-25T03:26:09.069+00:00
4893,aviator,2026-07-25T03:26:13.939+00:00,1.14,blue,dust,105.671,chain:94dff6339a5c,live-feed,2026-07-25T03:26:13.939+00:00
4894,aviator,2026-07-25T03:26:15.496+00:00,1.21,"rgb(52, 180, 255)",floor,108.25,momento_rounds_aviator_1784949975496.json,file,2026-07-25T03:26:17.681+00:00
4895,aviator,2026-07-25T03:26:19.330+00:00,2.72,purple,base,143.308,chain:19420158d21c,live-feed,2026-07-25T03:26:19.330+00:00
4896,aviator,2026-07-25T03:26:27.317+00:00,2.08,purple,base,131.698,chain:fdfeb33321de,live-feed,2026-07-25T03:26:27.317+00:00
4897,aviator,2026-07-25T03:26:27.757+00:00,1.23,"rgb(52, 180, 255)",floor,108.96,momento_rounds_aviator_1784949987758.json,file,2026-07-25T03:26:30.026+00:00
4898,aviator,2026-07-25T03:26:33.526+00:00,1.4,blue,floor,114.563,chain:a8b6dd97da7c,live-feed,2026-07-25T03:26:33.526+00:00
4899,aviator,2026-07-25T03:26:39.288+00:00,1.42,blue,floor,115.177,chain:630b833bc1f5,live-feed,2026-07-25T03:26:39.288+00:00
4900,aviator,2026-07-25T03:26:44.597+00:00,1.91,blue,low,128.007,chain:15c8582f9c2c,live-feed,2026-07-25T03:26:44.597+00:00
4901,aviator,2026-07-25T03:26:48.976+00:00,23.68,pink,moonshot,236.968,chain:2b070a2326aa,live-feed,2026-07-25T03:26:48.976+00:00
4902,aviator,2026-07-25T03:26:51.950+00:00,3.28,"rgb(145, 62, 248)",mid,151.411,momento_rounds_aviator_1784950011951.json,file,2026-07-25T03:26:52.575+00:00
4903,aviator,2026-07-25T03:26:56.702+00:00,1.25,blue,floor,109.658,chain:5fa033949fa5,live-feed,2026-07-25T03:26:56.702+00:00
4904,aviator,2026-07-25T03:27:02.991+00:00,1.71,blue,low,123.22,chain:710cd91c9fc7,live-feed,2026-07-25T03:27:02.991+00:00
4905,aviator,2026-07-25T03:27:07.638+00:00,1.3,blue,floor,111.355,chain:f283a3734ae9,live-feed,2026-07-25T03:27:07.638+00:00
4906,aviator,2026-07-25T03:27:13.785+00:00,2.26,purple,base,135.29,chain:729ff47c85e8,live-feed,2026-07-25T03:27:13.786+00:00
4907,aviator,2026-07-25T03:27:21.230+00:00,1.91,blue,low,128.007,chain:43567b43c5ac,live-feed,2026-07-25T03:27:21.230+00:00
4908,aviator,2026-07-25T03:27:21.583+00:00,5.19,"rgb(145, 62, 248)",high,171.272,momento_rounds_aviator_1784950041584.json,file,2026-07-25T03:27:22.987+00:00
4909,aviator,2026-07-25T03:27:27.767+00:00,5.28,purple,high,172.016,chain:c9715e883d6c,live-feed,2026-07-25T03:27:27.767+00:00
4910,aviator,2026-07-25T03:27:32.770+00:00,1.08,"rgb(52, 180, 255)",dust,103.331,momento_rounds_aviator_1784950052770.json,file,2026-07-25T03:27:33.344+00:00
4911,aviator,2026-07-25T03:27:33.432+00:00,4.57,purple,mid,165.766,chain:2469beda924a,live-feed,2026-07-25T03:27:33.432+00:00
4912,aviator,2026-07-25T03:27:41.083+00:00,1.33,blue,floor,112.343,chain:1659313d27e9,live-feed,2026-07-25T03:27:41.083+00:00
4913,aviator,2026-07-25T03:27:44.894+00:00,1.23,"rgb(52, 180, 255)",floor,108.96,momento_rounds_aviator_1784950064895.json,file,2026-07-25T03:27:46.183+00:00
4914,aviator,2026-07-25T03:27:48.227+00:00,1.07,blue,dust,102.928,chain:e56932eccbf3,live-feed,2026-07-25T03:27:48.227+00:00
4915,aviator,2026-07-25T03:27:53.855+00:00,1.33,blue,floor,112.343,chain:558a828a0518,live-feed,2026-07-25T03:27:53.856+00:00
4916,aviator,2026-07-25T03:27:59.432+00:00,1.54,blue,low,118.688,chain:bb8ab2ca1293,live-feed,2026-07-25T03:27:59.432+00:00
4917,aviator,2026-07-25T03:28:03.870+00:00,1.04,blue,dust,101.698,chain:b1f901a1cbd7,live-feed,2026-07-25T03:28:03.870+00:00
4918,aviator,2026-07-25T03:28:08.592+00:00,6.1,purple,high,178.264,chain:43d48b995357,live-feed,2026-07-25T03:28:08.592+00:00
4919,aviator,2026-07-25T03:28:14.343+00:00,5.3,"rgb(145, 62, 248)",high,172.18,momento_rounds_aviator_1784950094343.json,file,2026-07-25T03:28:14.726+00:00
4920,aviator,2026-07-25T03:28:15.880+00:00,2.62,purple,base,141.687,chain:d77a43baf5d5,live-feed,2026-07-25T03:28:15.880+00:00
4921,aviator,2026-07-25T03:28:23.076+00:00,1.74,blue,low,123.973,chain:c01a6dac6a2b,live-feed,2026-07-25T03:28:23.076+00:00
4922,aviator,2026-07-25T03:28:28.127+00:00,1.13,blue,dust,105.29,chain:c173771463d3,live-feed,2026-07-25T03:28:28.127+00:00
4923,aviator,2026-07-25T03:28:35.821+00:00,1.14,blue,dust,105.671,chain:85eedf357da0,live-feed,2026-07-25T03:28:35.822+00:00
4924,aviator,2026-07-25T03:28:41.052+00:00,1.49,blue,floor,117.259,chain:f61f1a968199,live-feed,2026-07-25T03:28:41.052+00:00
4925,aviator,2026-07-25T03:28:47.748+00:00,2.9,purple,base,146.082,chain:b0a8c3209f01,live-feed,2026-07-25T03:28:47.748+00:00
4926,aviator,2026-07-25T03:28:52.317+00:00,5.48,purple,high,173.625,chain:b2551fdf95d6,live-feed,2026-07-25T03:28:52.317+00:00
4927,aviator,2026-07-25T03:28:58.758+00:00,17.73,"rgb(192, 23, 180)",ignition,224.444,momento_rounds_aviator_1784950138758.json,file,2026-07-25T03:28:59.107+00:00
4928,aviator,2026-07-25T03:29:00.405+00:00,3.21,purple,mid,150.477,chain:a6e4fdd8be87,live-feed,2026-07-25T03:29:00.405+00:00
4929,aviator,2026-07-25T03:29:05.581+00:00,4.99,purple,mid,169.571,chain:46daee0c52b8,live-feed,2026-07-25T03:29:05.581+00:00
4930,aviator,2026-07-25T03:29:12.954+00:00,1.17,blue,dust,106.795,chain:25f6195fe46b,live-feed,2026-07-25T03:29:12.954+00:00
4931,aviator,2026-07-25T03:29:18.028+00:00,2.14,"rgb(145, 62, 248)",base,132.928,momento_rounds_aviator_1784950158028.json,file,2026-07-25T03:29:19.662+00:00
4932,aviator,2026-07-25T03:29:21.133+00:00,1.44,blue,floor,115.782,chain:668413484875,live-feed,2026-07-25T03:29:21.133+00:00
4933,aviator,2026-07-25T03:29:27.997+00:00,1.05,blue,dust,102.112,chain:b00fb3a33a0b,live-feed,2026-07-25T03:29:27.997+00:00
4934,aviator,2026-07-25T03:29:36.063+00:00,1.08,blue,dust,103.331,chain:46848266c8bf,live-feed,2026-07-25T03:29:36.063+00:00
4935,aviator,2026-07-25T03:29:42.611+00:00,1.18,blue,dust,107.164,chain:d8a8aeea2367,live-feed,2026-07-25T03:29:42.611+00:00
4936,aviator,2026-07-25T03:29:49.359+00:00,2.63,purple,base,141.852,chain:08874ca64d7f,live-feed,2026-07-25T03:29:49.360+00:00
4937,aviator,2026-07-25T03:29:53.908+00:00,1.73,blue,low,123.723,chain:5b31fb730eb4,live-feed,2026-07-25T03:29:53.908+00:00
4938,aviator,2026-07-25T03:30:00.632+00:00,2.27,purple,base,135.481,chain:424a0bfbe36e,live-feed,2026-07-25T03:30:00.633+00:00
4939,aviator,2026-07-25T03:30:08.014+00:00,1.45,blue,floor,116.082,chain:ae4bbed3159d,live-feed,2026-07-25T03:30:08.014+00:00
4940,aviator,2026-07-25T03:30:06.561+00:00,24.81,"rgb(192, 23, 180)",moonshot,238.985,momento_rounds_aviator_1784950206561.json,file,2026-07-25T03:30:08.195+00:00
4941,aviator,2026-07-25T03:30:14.089+00:00,1.58,blue,low,119.798,chain:c46e7992398f,live-feed,2026-07-25T03:30:14.089+00:00
4942,aviator,2026-07-25T03:30:19.894+00:00,4.75,purple,mid,167.438,chain:afdf85263fbc,live-feed,2026-07-25T03:30:19.894+00:00
4943,aviator,2026-07-25T03:30:21.703+00:00,1.15,"rgb(52, 180, 255)",dust,106.049,momento_rounds_aviator_1784950221703.json,file,2026-07-25T03:30:22.594+00:00
4944,aviator,2026-07-25T03:30:26.565+00:00,2.53,purple,base,140.174,chain:9a4b1a8c1b7a,live-feed,2026-07-25T03:30:26.565+00:00
4945,aviator,2026-07-25T03:30:34.110+00:00,2.25,purple,base,135.098,chain:b998137e8769,live-feed,2026-07-25T03:30:34.110+00:00
4946,aviator,2026-07-25T03:30:38.586+00:00,11.43,pink,ignition,205.443,chain:493571695116,live-feed,2026-07-25T03:30:38.586+00:00
4947,aviator,2026-07-25T03:30:44.044+00:00,1.14,blue,dust,105.671,chain:d526d75d86f8,live-feed,2026-07-25T03:30:44.044+00:00
4948,aviator,2026-07-25T03:30:47.277+00:00,3.79,"rgb(145, 62, 248)",mid,157.666,momento_rounds_aviator_1784950247277.json,file,2026-07-25T03:30:48.989+00:00
4949,aviator,2026-07-25T03:30:51.138+00:00,2.72,purple,base,143.308,chain:aa243192cde4,live-feed,2026-07-25T03:30:51.138+00:00
4950,aviator,2026-07-25T03:30:57.175+00:00,1.79,blue,low,125.199,chain:659e587db77a,live-feed,2026-07-25T03:30:57.175+00:00
4951,aviator,2026-07-25T03:31:04.857+00:00,13.01,pink,ignition,211.046,chain:3d4b3824a745,live-feed,2026-07-25T03:31:04.857+00:00
4952,aviator,2026-07-25T03:31:12.984+00:00,3.47,purple,mid,153.848,chain:3d04e78d4f7e,live-feed,2026-07-25T03:31:12.984+00:00
4953,aviator,2026-07-25T03:31:11.609+00:00,3.35,"rgb(145, 62, 248)",mid,152.325,momento_rounds_aviator_1784950271609.json,file,2026-07-25T03:31:13.557+00:00
4954,aviator,2026-07-25T03:31:17.598+00:00,1.5,blue,low,117.549,chain:69be9d532217,live-feed,2026-07-25T03:31:17.598+00:00
4955,aviator,2026-07-25T03:31:22.340+00:00,5.33,purple,high,172.424,chain:81b4ec91cce4,live-feed,2026-07-25T03:31:22.340+00:00
4956,aviator,2026-07-25T03:31:30.728+00:00,40.18,pink,moonshot,259.852,chain:2051b6ddd0a5,live-feed,2026-07-25T03:31:30.729+00:00
4957,aviator,2026-07-25T03:31:35.163+00:00,3.19,"rgb(145, 62, 248)",mid,150.207,momento_rounds_aviator_1784950295163.json,file,2026-07-25T03:31:35.925+00:00
4958,aviator,2026-07-25T03:31:37.958+00:00,1.01,blue,dust,100.431,chain:a1581a6a6c1d,live-feed,2026-07-25T03:31:37.958+00:00
4959,aviator,2026-07-25T03:31:44.489+00:00,3.77,purple,mid,157.437,chain:472e0641a908,live-feed,2026-07-25T03:31:44.489+00:00
4960,aviator,2026-07-25T03:31:50.646+00:00,1.4,blue,floor,114.563,chain:6c50f01cf2d8,live-feed,2026-07-25T03:31:50.646+00:00
4961,aviator,2026-07-25T03:31:56.830+00:00,2.18,purple,base,133.73,chain:ee37354bb134,live-feed,2026-07-25T03:31:56.830+00:00
4962,aviator,2026-07-25T03:32:01.520+00:00,3.63,"rgb(145, 62, 248)",mid,155.799,momento_rounds_aviator_1784950321520.json,file,2026-07-25T03:32:02.506+00:00
4963,aviator,2026-07-25T03:32:03.406+00:00,3.4,purple,mid,152.966,chain:b5c8da604ff6,live-feed,2026-07-25T03:32:03.406+00:00
4964,aviator,2026-07-25T03:32:08.400+00:00,2.44,purple,base,138.606,chain:4d7351b491ad,live-feed,2026-07-25T03:32:08.400+00:00
4965,aviator,2026-07-25T03:32:13.797+00:00,1.39,blue,floor,114.253,chain:1fcc3b2e1ce5,live-feed,2026-07-25T03:32:13.797+00:00
4966,aviator,2026-07-25T03:32:19.448+00:00,4.69,purple,mid,166.888,chain:c9fd3d632f5d,live-feed,2026-07-25T03:32:19.448+00:00
4967,aviator,2026-07-25T03:32:23.541+00:00,1.79,blue,low,125.199,chain:0b17e0f1bb2d,live-feed,2026-07-25T03:32:23.541+00:00
4968,aviator,2026-07-25T03:32:23.706+00:00,2.79,"rgb(145, 62, 248)",base,144.408,momento_rounds_aviator_1784950343706.json,file,2026-07-25T03:32:24.892+00:00
4969,aviator,2026-07-25T03:32:30.720+00:00,1.67,blue,low,122.195,chain:c4270ac23ee2,live-feed,2026-07-25T03:32:30.720+00:00
4970,aviator,2026-07-25T03:32:38.694+00:00,3.39,purple,mid,152.839,chain:701f5fc2d962,live-feed,2026-07-25T03:32:38.694+00:00
4971,aviator,2026-07-25T03:32:37.936+00:00,1.43,"rgb(52, 180, 255)",floor,115.48,momento_rounds_aviator_1784950357937.json,file,2026-07-25T03:32:39.557+00:00
4972,aviator,2026-07-25T03:32:43.140+00:00,1.05,blue,dust,102.112,chain:54f67214d824,live-feed,2026-07-25T03:32:43.140+00:00
4973,aviator,2026-07-25T03:32:48.021+00:00,2.36,purple,base,137.164,chain:ccf1a8d7fb15,live-feed,2026-07-25T03:32:48.021+00:00
4974,aviator,2026-07-25T03:32:54.049+00:00,1.51,blue,low,117.836,chain:77e849184fb0,live-feed,2026-07-25T03:32:54.049+00:00
4975,aviator,2026-07-25T03:32:56.130+00:00,1.98,"rgb(52, 180, 255)",low,129.565,momento_rounds_aviator_1784950376130.json,file,2026-07-25T03:32:58.114+00:00
4976,aviator,2026-07-25T03:33:01.815+00:00,1.69,blue,low,122.711,chain:716c4c937f6f,live-feed,2026-07-25T03:33:01.815+00:00
4977,aviator,2026-07-25T03:33:07.745+00:00,1.03,blue,dust,101.279,chain:907c3b2075b7,live-feed,2026-07-25T03:33:07.745+00:00
4978,aviator,2026-07-25T03:33:12.221+00:00,1.08,blue,dust,103.331,chain:d32f9630199e,live-feed,2026-07-25T03:33:12.221+00:00
4979,aviator,2026-07-25T03:33:13.310+00:00,1.89,"rgb(52, 180, 255)",low,127.552,momento_rounds_aviator_1784950393310.json,file,2026-07-25T03:33:14.656+00:00
4980,aviator,2026-07-25T03:33:18.233+00:00,1.56,blue,low,119.246,chain:70e96b92c8c3,live-feed,2026-07-25T03:33:18.234+00:00
4981,aviator,2026-07-25T03:33:23.783+00:00,1.0,blue,dust,100.0,chain:41e9b17667e2,live-feed,2026-07-25T03:33:23.784+00:00
4982,aviator,2026-07-25T03:33:31.948+00:00,1.12,blue,dust,104.905,chain:f4e8eaf413df,live-feed,2026-07-25T03:33:31.948+00:00
4983,aviator,2026-07-25T03:33:38.336+00:00,1.27,blue,floor,110.345,chain:0f19c4c8bf52,live-feed,2026-07-25T03:33:38.336+00:00
4984,aviator,2026-07-25T03:33:45.316+00:00,1.13,blue,dust,105.29,chain:7913b906743d,live-feed,2026-07-25T03:33:45.316+00:00
4985,aviator,2026-07-25T03:33:50.471+00:00,9.81,"rgb(145, 62, 248)",high,198.828,momento_rounds_aviator_1784950430471.json,file,2026-07-25T03:33:51.217+00:00
4986,aviator,2026-07-25T03:33:51.465+00:00,17.64,pink,ignition,224.223,chain:14c373b1a475,live-feed,2026-07-25T03:33:51.465+00:00
4987,aviator,2026-07-25T03:33:59.361+00:00,2.3,purple,base,136.049,chain:2963fffabe85,live-feed,2026-07-25T03:33:59.361+00:00
4988,aviator,2026-07-25T03:34:04.241+00:00,2.68,purple,base,142.667,chain:c7ef9a16bb2d,live-feed,2026-07-25T03:34:04.241+00:00
4989,aviator,2026-07-25T03:34:11.077+00:00,2.09,purple,base,131.905,chain:f7feededd111,live-feed,2026-07-25T03:34:11.077+00:00
4990,aviator,2026-07-25T03:34:17.589+00:00,1.01,blue,dust,100.431,chain:87887abfb5c6,live-feed,2026-07-25T03:34:17.589+00:00
4991,aviator,2026-07-25T03:34:22.678+00:00,11.28,pink,ignition,204.871,chain:64642b9984dc,live-feed,2026-07-25T03:34:22.678+00:00
4992,aviator,2026-07-25T03:34:25.993+00:00,8.14,"rgb(145, 62, 248)",high,190.751,momento_rounds_aviator_1784950465993.json,file,2026-07-25T03:34:27.936+00:00
4993,aviator,2026-07-25T03:34:30.744+00:00,1.25,blue,floor,109.658,chain:d5f6a8f95739,live-feed,2026-07-25T03:34:30.744+00:00
4994,aviator,2026-07-25T03:34:37.872+00:00,2.56,purple,base,140.684,chain:9a5a1e4a0860,live-feed,2026-07-25T03:34:37.872+00:00
4995,aviator,2026-07-25T03:34:42.658+00:00,1.35,blue,floor,112.989,chain:56d605c90b8f,live-feed,2026-07-25T03:34:42.658+00:00
4996,aviator,2026-07-25T03:34:49.000+00:00,3.77,purple,mid,157.437,chain:9d98092f8883,live-feed,2026-07-25T03:34:49.000+00:00
4997,aviator,2026-07-25T03:34:56.199+00:00,1.21,blue,floor,108.25,chain:8df3752d9540,live-feed,2026-07-25T03:34:56.199+00:00
4998,aviator,2026-07-25T03:35:01.819+00:00,3.42,purple,mid,153.22,chain:c6b976faa34d,live-feed,2026-07-25T03:35:01.819+00:00
4999,aviator,2026-07-25T03:35:09.835+00:00,1.39,blue,floor,114.253,chain:ac69639adea5,live-feed,2026-07-25T03:35:09.835+00:00
5000,aviator,2026-07-25T03:35:16.490+00:00,1.0,blue,dust,100.0,chain:e39b9bd63fc2,live-feed,2026-07-25T03:35:16.490+00:00
5001,aviator,2026-07-25T03:35:22.844+00:00,2.83,purple,base,145.024,chain:e77011ead427,live-feed,2026-07-25T03:35:22.844+00:00
5002,aviator,2026-07-25T03:35:27.558+00:00,1.2,blue,floor,107.891,chain:7705802d11bb,live-feed,2026-07-25T03:35:27.558+00:00
5003,aviator,2026-07-25T03:35:29.663+00:00,86.29,"rgb(192, 23, 180)",mega,292.934,momento_rounds_aviator_1784950529664.json,file,2026-07-25T03:35:30.499+00:00
